cidade_origem,latitude_origem,longitude_origem,hospital,cidade_hospital,latitude_hospital,longitude_hospital,telefone,endereco,distancia_km,soro,animal
Sairé,-8.328638,-35.696737,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,93.116,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Salgadinho,-7.926901,-35.650288,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,84.092,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Salgueiro,-8.073734,-39.12469,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,91.519,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Saloá,-8.972301,-36.691031,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,207.786,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Sanharó,-8.360969,-36.569598,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,187.288,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Santa Cruz,-8.241534,-40.343368,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,227.056,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Santa Cruz da Baixa Verde,-7.81339,-38.14756,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,25.583,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Santa Cruz do Capibaribe,-7.948019,-36.206092,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,144.662,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Santa Filomena,-8.166877,-40.607854,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,255.263,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Santa Maria da Boa Vista,-8.797655,-39.824056,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,190.314,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Santa Maria do Cambucá,-7.83676,-35.894138,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,112.399,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Santa Terezinha,-7.37696,-37.47875,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,112.98,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Serra Talhada,-7.981778,-38.289034,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,1.33,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Serrita,-7.940406,-39.295062,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,109.964,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Sertânia,-8.068467,-37.268393,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,113.936,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Sirinhaém,-8.587782,-35.11259,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,63.652,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Solidão,-7.594717,-37.644494,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,84.311,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Surubim,-7.847456,-35.748102,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,96.441,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São Benedito do Sul,-8.816603,-35.945346,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,142.914,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São Bento do Una,-8.52637,-36.446469,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,178.412,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São Caitano,-8.329239,-36.144077,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,140.641,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São Joaquim do Monte,-8.431962,-35.803498,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,108.182,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São José da Coroa Grande,-8.889375,-35.151461,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,96.578,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São José do Belmonte,-7.857235,-38.757689,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,52.641,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São José do Egito,-7.469447,-37.273974,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,126.811,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São João,-8.875762,-36.36532,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,185.401,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São Lourenço da Mata,-8.00684,-35.012359,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,13.601,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
São Vicente Ferrer,-7.589691,-35.480844,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,82.218,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Tabira,-7.583661,-37.537735,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,95.158,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Tacaimbó,-8.308673,-36.300035,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,157.04,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Tacaratu,-9.097976,-38.150401,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,123.763,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Tamandaré,-8.756646,-35.103285,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,80.997,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Taquaritinga do Norte,-7.894457,-36.042265,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,127.358,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Terezinha,-9.056208,-36.627236,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,218.653,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Terra Nova,-8.222436,-39.382482,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,122.195,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Timbaúba,-7.504835,-35.311884,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,75.913,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Toritama,-8.009546,-36.063659,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,128.572,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Tracunhaém,-7.802284,-35.231421,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,46.06,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Trindade,-7.759,-40.26472,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,218.272,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Triunfo,-7.832719,-38.097776,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,28.097,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Tupanatinga,-8.747984,-37.344532,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,134.533,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Tuparetama,-7.6003,-37.31653,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,116.555,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Venturosa,-8.578855,-36.874187,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,169.978,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Verdejante,-7.922353,-38.970083,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,74.369,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Vertente do Lério,-7.770844,-35.849054,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,109.41,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Vertentes,-7.901581,-35.968143,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,119.155,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Vicência,-7.656549,-35.31395,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,63.472,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Vitória de Santo Antão,-8.128191,-35.29762,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,44.801,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Xexéu,-8.804601,-35.621222,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,115.083,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Água Preta,-8.706095,-35.526311,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,99.991,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Águas Belas,-9.111255,-37.122619,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,179.389,Soro Antilaquético (SALaq) - surucucu,Serpente (cobra)
Abreu e Lima,-7.900719,-34.898389,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,16.881,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Afogados da Ingazeira,-7.743121,-37.630991,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,78.502,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Afrânio,-8.511358,-41.009544,Hospital Universitário de Petrolina (HU-UNIVASF),Petrolina,-9.39235484268768,-40.495606654821415,(87) 2101-6501/6526,Avenida José de Sá Maniçoba s/n - Centro,112.644,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Agrestina,-8.459657,-35.944725,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,23.937,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Alagoinha,-8.466504,-36.778767,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,30.799,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Aliança,-7.60398,-35.222696,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,61.247,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Altinho,-8.48482,-36.064408,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,28.321,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Amaraji,-8.376914,-35.450051,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,59.506,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Angelim,-8.884289,-36.290174,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,78.8,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Araripina,-7.570733,-40.494025,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,56.883,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Araçoiaba,-7.783911,-35.080897,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,35.974,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Arcoverde,-8.415192,-37.057748,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,0.861,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Barra de Guabiraba,-8.420751,-35.658544,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,39.786,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Barreiros,-8.816052,-35.183178,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,90.003,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Belo Jardim,-8.3313,-36.425822,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,50.7,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Belém de Maria,-8.625038,-35.83347,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,44.764,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Belém de São Francisco,-8.75046,-38.962255,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,78.328,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Betânia,-8.267867,-38.03454,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,42.444,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Bezerros,-8.232796,-35.795995,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,19.637,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Bodocó,-7.777592,-39.933797,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,20.277,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Bom Conselho,-9.169191,-36.685683,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,92.039,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Bom Jardim,-7.796947,-35.578391,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,66.01,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Bonito,-8.471628,-35.729249,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,36.78,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Brejinho,-7.34694,-37.286493,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,121.657,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Brejo da Madre de Deus,-8.149333,-36.374142,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,45.37,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Brejão,-9.029146,-36.566034,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,86.003,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
Buenos Aires,-7.724488,-35.318197,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,58.894,Soro Antiloxoscélico (SALox) - aranha marrom,Aranha
